year_month_day_hour,HUMI,PRES,TEMP,Iws
2010-1-13 18:00,36,1022.7,12.7,15.6
2010-1-13 19:00,37,1023.2,12.4,16.9
2010-1-13 20:00,39,1023.5,11.9,18
2010-1-13 21:00,41,1023.8,11.5,18.8
2010-1-13 22:00,46,1024.2,11,20
2010-1-13 23:00,44,1024.1,11,21.6
2010-1-14 00:00,42,1024.1,11.1,22.5
2010-1-14 01:00,42,1023.9,11.1,23.7
2010-1-14 02:00,44,1023.6,10.9,0.9
2010-1-14 03:00,43,1023.5,11,1.6
2010-1-14 04:00,43,1023.3,10.8,0.4
2010-1-14 05:00,57,1023.4,9.9,0.4
2010-1-14 06:00,62,1023.5,8,0.8
2010-1-14 07:00,66,1024,7.1,0.6
2010-1-14 08:00,66,1024.5,8.7,1.3
2010-1-14 09:00,40,1024.8,12.2,1.9
2010-1-14 10:00,32,1024.7,14.3,1.7
2010-1-14 11:00,29,1023.9,15.6,2.2
2010-1-14 12:00,28,1022.7,17.1,0.5
2010-1-14 13:00,25,1021.3,17.9,1.9
2010-1-14 14:00,24,1020.2,18.7,2.5
2010-1-14 15:00,21,1019.5,18.6,3.9
2010-1-14 16:00,25,1019.2,18.4,1.4
2010-1-14 17:00,29,1019.4,17.8,1.2
2010-1-14 18:00,43,1019.6,15.1,0.4
2010-1-14 19:00,56,1020,12.7,0.4
2010-1-14 20:00,63,1020.6,11.9,0.8
2010-1-14 21:00,66,1020.8,11.9,2.1
2010-1-14 22:00,72,1020.7,10.9,2.8
2010-1-14 23:00,77,1020.7,10.2,3.5
2010-1-15 00:00,78,1020.8,10.5,4.3
2010-1-15 01:00,83,1020.7,10,0
2010-1-15 02:00,80,1020.6,10.5,0
2010-1-15 03:00,81,1020.4,10.9,0
2010-1-15 04:00,76,1020.4,11.7,0.4
2010-1-15 05:00,73,1020.8,12.2,0.6
2010-1-15 06:00,68,1021,12.6,0.7
2010-1-15 07:00,65,1021.4,12.7,1.9
2010-1-15 08:00,64,1021.7,12.9,2.9
2010-1-15 09:00,59,1022.3,13.7,3.6
2010-1-15 10:00,57,1022.8,14.4,1.6
2010-1-15 11:00,50,1022.3,16.2,1.9
2010-1-15 12:00,48,1021.4,16.9,3
2010-1-15 13:00,45,1020.2,18.1,4.6
2010-1-15 14:00,43,1019.2,19.7,0.7
2010-1-15 15:00,43,1018.3,19.8,1.8
2010-1-15 16:00,48,1018.2,19.3,1.7
2010-1-15 17:00,54,1018.6,17.9,3.3
2010-1-15 18:00,55,1018.9,17.3,4.7
2010-1-15 19:00,59,1019.5,16.6,5.9
2010-1-15 20:00,58,1020.4,16.5,7.2
2010-1-15 21:00,60,1021.1,16.2,8.6
2010-1-15 22:00,62,1021.5,16,9.7
2010-1-15 23:00,62,1021.7,15.8,10.8
2010-1-16 00:00,62,1021.4,15.7,11.9
2010-1-16 01:00,62,1021.4,15.5,13.1
2010-1-16 02:00,64,1021.1,15.1,14.3
2010-1-16 03:00,65,1021,15,15.7
2010-1-16 04:00,67,1020.6,14.4,17.4
2010-1-16 05:00,69,1021,14.5,18.8
2010-1-16 06:00,68,1021.3,14.4,20.2
2010-1-16 07:00,68,1022,14.3,21.6
2010-1-16 08:00,67,1022.6,14.4,22.8
2010-1-16 09:00,62,1023.1,15.9,24.3
2010-1-16 10:00,56,1023.4,16.8,26.3
2010-1-16 11:00,55,1023.1,17.3,28.1
2010-1-16 12:00,53,1022.4,17.8,29.8
2010-1-16 13:00,47,1021.3,18.8,1.8
2010-1-16 14:00,44,1020.2,20.1,1.2
2010-1-16 15:00,43,1019.6,20.2,3.1
2010-1-16 16:00,45,1019.5,19.8,5.6
2010-1-16 17:00,49,1019.8,19.3,7.4
2010-1-16 18:00,58,1020.2,17.4,9
2010-1-16 19:00,63,1020.9,16.3,1.7
2010-1-16 20:00,67,1021.4,15.5,1.6
2010-1-16 21:00,67,1021.9,15.4,3.5
2010-1-16 22:00,63,1022.2,15.6,5.3
2010-1-16 23:00,67,1022.7,14.7,0
2010-1-17 00:00,78,1023.1,12.7,0.6
2010-1-17 01:00,80,1023.2,12.2,1.5
2010-1-17 02:00,84,1022.9,11.5,2.2
2010-1-17 03:00,84,1022.6,11.3,2.8
2010-1-17 04:00,86,1022.2,10.7,3.6
2010-1-17 05:00,85,1021.9,10.3,4.3
2010-1-17 06:00,78,1022.2,10.9,5.3
2010-1-17 07:00,79,1022.7,10.4,0.8
2010-1-17 08:00,81,1023.3,10.7,1.5
2010-1-17 09:00,61,1023.7,14.4,1.6
2010-1-17 10:00,52,1023.9,16.5,0.6
2010-1-17 11:00,48,1023.3,17.6,1.3
2010-1-17 12:00,40,1022.3,19.5,1.4
2010-1-17 13:00,42,1021.1,20.2,2.7
2010-1-17 14:00,42,1020.1,20.7,4.1
2010-1-17 15:00,39,1019.3,21.3,5.6
2010-1-17 16:00,38,1019.1,21.2,7.4
2010-1-17 17:00,42,1019.4,20.2,1.3
2010-1-17 18:00,55,1019.5,17.6,0.4
2010-1-17 19:00,67,1019.8,15.2,0.8
2010-1-17 20:00,73,1020,14.1,1.3
2010-1-17 21:00,79,1020.3,13.5,1.7
2010-1-17 22:00,82,1020.8,13,2.1
2010-1-17 23:00,83,1021.1,12.7,0.6
2010-1-18 00:00,85,1021.5,12.8,1.2
2010-1-18 01:00,86,1021.4,12.4,1.9
2010-1-18 02:00,85,1021.1,12.7,2.6
2010-1-18 03:00,86,1020.7,12.2,3.5
2010-1-18 04:00,89,1020.1,11.8,4.5
2010-1-18 05:00,90,1020.2,11.7,5.6
2010-1-18 06:00,91,1020.5,11.2,6.6
2010-1-18 07:00,93,1020.8,11.2,0.1
2010-1-18 08:00,93,1021.4,11.7,1.1
2010-1-18 09:00,86,1021.8,14.2,1.8
2010-1-18 10:00,69,1022.1,16.5,2
2010-1-18 11:00,64,1021.4,18.1,1.4
2010-1-18 12:00,57,1020,19.4,2
2010-1-18 13:00,53,1018.6,20.6,3.5
2010-1-18 14:00,46,1017.1,21.9,4.3
2010-1-18 15:00,42,1016.1,22.2,0.7
2010-1-18 16:00,40,1015.7,22.4,0.9
2010-1-18 17:00,50,1016,21.2,0
2010-1-18 18:00,61,1016.4,18.3,0
2010-1-18 19:00,70,1016.9,16.1,0.6
2010-1-18 20:00,81,1017.4,15.2,0.9
2010-1-18 21:00,83,1018,14.9,1.7
2010-1-18 22:00,85,1018,14.5,0.5
2010-1-18 23:00,86,1018.2,14.4,1
2010-1-19 00:00,88,1018,13.8,1
2010-1-19 01:00,89,1017.9,13.7,0.6
2010-1-19 02:00,90,1017.5,13.4,0.1
2010-1-19 03:00,91,1017.2,13.3,0.7
2010-1-19 04:00,91,1016.9,13.3,1.6
2010-1-19 05:00,92,1017.1,12.6,2.4
2010-1-19 06:00,93,1017.4,12.3,3.1
2010-1-19 07:00,93,1017.7,12,0.4
2010-1-19 08:00,94,1018.2,12.9,0.8
2010-1-19 09:00,87,1018.8,14.6,1.2
2010-1-19 10:00,71,1018.8,17.3,2.8
2010-1-19 11:00,65,1018.1,18.9,2.2
2010-1-19 12:00,57,1016.7,21,1.3
2010-1-19 13:00,58,1015.4,22.1,1.5
2010-1-19 14:00,57,1014.4,22.5,3.1
2010-1-19 15:00,61,1014,22.1,1.8
2010-1-19 16:00,62,1013.9,21.7,3.3
2010-1-19 17:00,62,1013.9,21.7,1.2
2010-1-19 18:00,65,1014.4,21.1,2.4
2010-1-19 19:00,68,1014.8,20.5,0.7
2010-1-19 20:00,70,1015.4,20.2,1.3
2010-1-19 21:00,76,1015.8,19.5,0.8
2010-1-19 22:00,76,1016.2,19.5,0.5
2010-1-19 23:00,76,1016.4,19.5,0.6
2010-1-20 00:00,78,1015.9,19.3,0.8
2010-1-20 01:00,80,1015.7,19.1,1.6
2010-1-20 02:00,80,1015.4,19.1,2.6
2010-1-20 03:00,81,1015.1,19,0
2010-1-20 04:00,82,1014.8,18.9,0
2010-1-20 05:00,83,1015.1,18.7,0.5
2010-1-20 06:00,85,1015.6,18.7,1
2010-1-20 07:00,85,1015.9,18.7,0.6
2010-1-20 08:00,86,1016.3,19,0
2010-1-20 09:00,81,1016.7,19.9,0.4
2010-1-20 10:00,78,1017.4,20.8,1.2
2010-1-20 11:00,77,1017.1,21.3,2
2010-1-20 12:00,74,1016.1,22,3.1
2010-1-20 13:00,72,1014.8,22.8,4.4
2010-1-20 14:00,71,1014,23.2,0.8
2010-1-20 15:00,72,1013.3,23.5,1.5
2010-1-20 16:00,75,1013.4,23,1
2010-1-20 17:00,76,1013.5,22.9,1.9
2010-1-20 18:00,77,1014,22.6,2.5
2010-1-20 19:00,83,1014.5,21.7,0.2
2010-1-20 20:00,86,1015,21.3,0.3
2010-1-20 21:00,87,1015,21.1,0.3
2010-1-20 22:00,86,1015.2,21.2,0.4
2010-1-20 23:00,87,1015.2,21,0.4
2010-1-21 00:00,88,1015.2,20.8,0.4
2010-1-21 01:00,89,1014.8,20.7,0.8
2010-1-21 02:00,90,1014.7,20.2,1
2010-1-21 03:00,91,1014.2,20.3,1.4
2010-1-21 04:00,91,1013.4,19.8,1.8
2010-1-21 05:00,92,1013.1,19.9,0.6
2010-1-21 06:00,92,1013.3,19.9,0.5
2010-1-21 07:00,92,1013.3,20,0.9
2010-1-21 08:00,92,1013.7,20.2,0.6
2010-1-21 09:00,90,1014.1,21,0.8
2010-1-21 10:00,84,1014.9,22.3,0.8
2010-1-21 11:00,80,1015,23,0
2010-1-21 12:00,76,1014.5,23.8,0.4
2010-1-21 13:00,77,1013.6,23.4,0.8
2010-1-21 14:00,75,1013,23.8,1.4
2010-1-21 15:00,81,1012.2,23.4,0.6
2010-1-21 16:00,74,1012.1,24.1,0.2
2010-1-21 17:00,78,1012.5,23.4,0.7
2010-1-21 18:00,82,1013,22.8,0.7
2010-1-21 19:00,85,1013.6,22.2,0.8
2010-1-21 20:00,88,1014.1,21.9,0.6
2010-1-21 21:00,88,1014.7,21.8,2.1
2010-1-21 22:00,83,1015.2,19.2,4
2010-1-21 23:00,83,1015.4,18.8,5.9
2010-1-22 00:00,83,1015.1,18,7.9
2010-1-22 01:00,82,1015.2,17.7,9.4
2010-1-22 02:00,82,1015.1,17.6,10.5
2010-1-22 03:00,83,1014.7,17.2,11.5
2010-1-22 04:00,85,1015.1,16.3,13.3
2010-1-22 05:00,86,1015.3,15.9,1.2
2010-1-22 06:00,85,1015.9,15.7,1.2
2010-1-22 07:00,85,1016.8,15.6,2.7
2010-1-22 08:00,89,1017.6,15.2,3.8
2010-1-22 09:00,87,1018.7,15.2,5.2
2010-1-22 10:00,87,1019.3,15.2,6
2010-1-22 11:00,88,1019.5,15.4,0.9
2010-1-22 12:00,90,1019.1,14.9,1.4
2010-1-22 13:00,90,1018.1,14.3,2.7
2010-1-22 14:00,90,1017.3,14.1,1.4
2010-1-22 15:00,90,1017,13.6,1.3
2010-1-22 16:00,88,1016.7,13.3,2.9
2010-1-22 17:00,86,1017.4,13.3,1.8
2010-1-22 18:00,87,1018.2,13,3.1
2010-1-22 19:00,83,1018.9,12.8,2.2
2010-1-22 20:00,81,1019.3,12.6,3.4
2010-1-22 21:00,78,1020.1,12.3,5.4
2010-1-22 22:00,82,1020.3,11.8,1.5
2010-1-22 23:00,81,1020.3,11.8,3.5
2010-1-23 00:00,82,1020.4,11.4,1.2
2010-1-23 01:00,85,1020,10.7,4
2010-1-23 02:00,87,1019.8,10.4,2.3
2010-1-23 03:00,90,1019.3,10.1,0.5
2010-1-23 04:00,90,1018.9,9.9,1.4
2010-1-23 05:00,89,1018.9,10,1.2
2010-1-23 06:00,89,1019.5,9.8,1.3
2010-1-23 07:00,89,1020.1,9.5,1.9
2010-1-23 08:00,87,1020.6,9.6,1.4
2010-1-23 09:00,84,1021.1,9.5,1.3
2010-1-23 10:00,81,1021.5,9.9,1.8
2010-1-23 11:00,79,1021.7,10.1,2.1
2010-1-23 12:00,78,1020.8,10.4,1
2010-1-23 13:00,77,1019.9,10.1,2.7
2010-1-23 14:00,76,1019.3,10.2,1.7
2010-1-23 15:00,79,1019,9.4,3.3
2010-1-23 16:00,81,1019,9.2,2.9
2010-1-23 17:00,80,1019,9.3,4.6
2010-1-23 18:00,80,1019,9.1,2.8
2010-1-23 19:00,80,1019.5,9.1,5.1
